tx_count,avg_value,max_value,median_gas_price,unique_receivers,unique_senders,tx_per_day,in_tx_count,out_tx_count,in_out_ratio,self_tx_ratio,max_tx_in_1h,max_tx_in_5min,tx_time_std,zero_value_tx_ratio,high_value_tx_ratio,short_time_repeated_tx
3413,0.09231590655552585,1.0,15.9203452505,155,9,19.039443141071136,53,947,0.0559662090813094,0.0,11,5,46752.4806915633,0.13624377380603575,0.002929973630237328,0.2475827717550542
80709,0.00033771729126144115,0.038068,2.5523421105,221,16,76090.71624983633,15,985,0.015228426395939087,0.0,82,13,138.32027773504373,0.009503277205763917,0.00012390191924072905,0.009651959508852791
26549,0.018622628950282955,0.28026748728986944,0.659885592,51,1,2569.189000295691,0,1000,0.0,0.0,23,8,2787.4855486197457,0.023466043918791667,0.00037666202116840556,0.03574522580888169
67,0.49054111347471246,4.902775558026216,2.895141213,16,4,0.6230304282688433,9,58,0.15517241379310345,0.0,6,2,445272.4428769048,0.40298507462686567,0.014925373134328358,0.7611940298507462
801580,0.05973392302625473,3.2652618225523002,0.459828421,179,1,796161.6774727548,0,1000,0.0,0.0,100,16,166.31522744213058,0.0,1.2475361161705631e-05,0.0010242271513760323
4,0.002775,0.0111,1.3869606945,3,2,360.0,1,3,0.3333333333333333,0.0,4,3,502.3305684506966,0.75,0.25,0.25
2,0.01087,0.010891,2.0,2,2,3.936577364680153,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
24830,0.001,1.0,2.890358344,2,2,3277.6474039307714,1,999,0.001001001001001001,0.0,17,5,709.7848537089155,0.040233588401127666,4.027386226339106e-05,0.04019331453886428
1464,0.2505942726318902,4.0,6.13781909,57,3,7.815097266109816,4,996,0.004016064257028112,0.0,6,3,32030.275236267666,0.33674863387978143,0.006830601092896175,0.6441256830601093
7,0.6248861971428571,0.74963573,1.463228041,3,4,1.8701992652788602,4,3,1.3333333333333333,0.0,2,2,88521.18067897648,0.0,0.14285714285714285,0.5714285714285714
119,0.05095330021017749,0.576217,1.754473538,4,56,1.6913319238900635,56,63,0.8888888888888888,0.0,2,2,118011.22882851737,0.1092436974789916,0.01680672268907563,0.9663865546218487
404,0.052818673762205066,0.3320964378858,11.7776229555,3,4,0.6284610676276221,140,264,0.5303030303030303,0.0,7,2,474441.26374841377,0.3094059405940594,0.012376237623762377,0.9925742574257426
19,0.14585423872593314,0.32832499,2.687975544,2,3,1.8691844179977317,9,10,0.9,0.0,4,1,154566.8969673573,0.0,0.05263157894736842,0.8947368421052632
